tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,dog_category,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,Ti i Kod He i  Sou Aurlin deckrk Deceively dedly Frigeningly jeic 1310 would rik  eing #BrkWeek codVPW0B0Me,13.0,10.0,Koda,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,Chow,0.00816748,True,27034,6154
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,Ti i Bruno He i  ervice rk Only ge ou of e wer o i you 1310 errifyingly good boy cou1XPQMl29g,13.0,10.0,Bruno,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French bulldog,0.377417,True,Labrador retriever,0.151317,True,Muzzle,0.0829811,False,24564,4166
889665388333682689,2017-07-25 01:55:32,Twitter for iPhone,Here'  uo  ee o be on e fence bou oeing  no bu eriouly oeone el er 1310 coBxvuXk0UC,13.0,10.0,,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,Basenji,0.00463323,True,42058,8349
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,Ti i Ted He doe i be Soeie ' no enoug Bu i' ok 1210 would i cof8dEDcrKSR,12.0,10.0,Ted,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire bullterrier,0.00149818,True,23676,3715
889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,Ti i Sur He' oring i fvorie fnny ck Secrely filled wi bone only 1310 ured uo #BrkWeek coy70o63iq,13.0,10.0,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden retriever,0.953442,True,Labrador retriever,0.0138341,True,Redbone,0.00795775,True,13352,1881
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,Ti i Oliver You're wineing one of i ny brul ck See o be lying wi i vici 1310 fr*ckin frigening #BrkWeek coWHvrQedPb,13.0,10.0,Oliver,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True,22117,4443
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,Ti i Ji He found  fren Tug i ow o i like e good boy 1210 for bo cocxruIOUJN,12.0,10.0,Jim,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden retriever,0.714719,True,Tibetan mastiff,0.1201839999999999,True,Labrador retriever,0.1055059999999999,True,25638,3760
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,Ti i Zeke He   new ick Very roud of i Would like you o row i for i wiou king i 1310 would do y be coHTQ77yNQ5K,13.0,10.0,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden retriever,0.46976,True,Labrador retriever,0.184172,True,English setter,0.0734817,True,22467,3535
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,Ti i Rlu He' owering u Aeing xiu borkdrive 1310 inirionl f coYnYAFCTTiK,13.0,10.0,Ralphus,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian husky,0.700377,True,Eskimo dog,0.166511,True,Malamute,0.111411,True,17314,2877
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,Ti i Gerld He w ju old e didn' ge e job e inerviewed for A *ckin injuice 1210 didn' wn e job nywy coDK7iDPfuRX,12.0,10.0,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French bulldog,0.995026,True,Pug,0.000931908,True,Bull mastiff,0.000903211,True,19152,2892
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,Ti i Jeffrey He   onooly on e ool noodle Currenly running  'boo for wo' idweek le 1310 *ckin regic coPrUk20Q64,13.0,10.0,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True,26624,4533
887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,I've ye o re  Venezueln Hover Wiener Ti i uc n onor 1410 w-iniring f IG roxyedoxy co20VrLAA8b,14.0,10.0,,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,Tow truck,0.0291754,False,Shopping cart,0.0263208,False,40718,9849
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,Ti i Cnel Se eed oe fncy orc ic Tey were unucceful 1310 oeone el er cocLyzcUcMX,13.0,10.0,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian ridgeback,0.05495,True,Beagle,0.0389148,True,60186,15024
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,You y no ve known you needed o ee i ody 1310 lee enjoy IG eylouroo coWZqNqygEyV,13.0,10.0,,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican hairless,0.330741,True,Sea lion,0.275645,False,Weimaraner,0.134203,True,29588,8815
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,Ti i  Jubiln Anrcic Houe Ber We only re dog Plee only end dog Tnk you 1210 would uffoce in floof co4Ad1jzJSd,12.0,10.0,,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo dog,0.0350295,True,Staffordshire bullterrier,0.0297047,True,26985,4990
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,Ti i My Se' very y Rrely leve er cu 1310 would find er n environen o rive in coI6oNy0CgiT,13.0,10.0,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy terrier,0.143528,True,Can opener,0.0322529,False,30381,6316
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,Ti i Mingu He'  wonderful fer o i ol u Confired 1310 bu e need your elcobVi0Yr4Cff coISvKOSkd5b,13.0,10.0,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great pyrenees,0.186136,True,Dandie dinmont,0.0863463,True,10501,2631
886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,Ti i Derek He' le for  dog eeing 1310 el o e el coBCoWue0bA,13.0,10.0,Derek,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports car,0.139952,False,Car wheel,0.0441726999999999,False,19735,3735
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,Ti i Rocoe Anoer uer fllen vici o onneou ongue ejecion Ge e BleiPen iedie 1210 dee bre Rocoe coRGE08MIJox,12.0,10.0,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston bull,7.55616e-05,True,18546,2629
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,Ti i Wffle Hi doggle re uide down Unure ow o fix 1310 oeone i Wffle coxZDA9Qq1O,13.0,10.0,Waffles,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,Shower cap,0.0252856,False,Siamese cat,0.00284892,False,24524,5287
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer dicreion dvied Ti i Jibo He will ri ur finger rig *ckin off Oer dog clerly n cceory 1210 l e wi cuion coBuveP0uMF1,12.0,10.0,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim spaniel,0.972494,True,Shih-tzu,0.00663012,True,Bernese mountain dog,0.00623915,True,28615,5611
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,Ti i Miey Se fell lee id-excvion Hen o e be of u 1310 would  noggin rovingly co1kQ8i9JF,13.0,10.0,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador retriever,0.265835,True,Kuvasz,0.134697,True,31591,5327
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we ve  corgi undercover   lue Pwbbly doing iorn inveigive work Zero conrol over ongue ening 1310 co44IMubBf,13.0,10.0,,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian husky,0.0717125,True,Eskimo dog,0.0557697,True,19251,3669
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,Ti i Erl He found   Nervou bou w you ink of i 1210 i' deligful Erl coMYJvdlNRV,12.0,10.0,Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian greyhound,0.259916,True,American staffordshire terrier,0.198451,True,Staffordshire bullterrier,0.127725,True,67282,15023
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,Ti i Lol I' er fir ie ouide Mu e e er nd e e oere 1310 you're doing gre Lol co74TKAULkO,13.0,10.0,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,Norwich terrier,0.106075,True,Norfolk terrier,0.0373485,True,24387,4673
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,Ti i Kevin He' ju o y 1310 w i your ecre Kevin co1r4MFCbCX5,13.0,10.0,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True,21321,3909
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,I reen o you Pu in H Pu in H i gre for ll occion Exreely verile Coc  *ck 1410 IG ielizbegle covvBOcC2VdC,14.0,10.0,,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,23865,4790
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Mee Yogi He doen' ve ny iorn dog eeing ody e ju enjoy looking i be  ll ie 1210 for dngerouly der doggo coYSI00BzTBZ,12.0,10.0,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German shepherd,0.707046,True,Malinois,0.199396,True,Norwegian elkhound,0.0491476,True,17944,2505
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,Ti i No He cn' believe oeone de i e Go e vcuu ou for you oug Offered o el clen u 1210 uer good boy coV85xujjDDY,12.0,10.0,Noah,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,Miniature pinscher,0.299603,True,Kelpie,0.0630203,True,19172,2861
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,Ti i Bell Se oe er ile de you ile If no e i lo offering you er fvorie onkey 13510 coqjrljj948,5.0,10.0,Bella,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden retriever,0.943082,True,Labrador retriever,0.032409,True,Kuvasz,0.00550072,True,40214,8269
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Mee Grizzwld He y be e floofie floofer I ever did ee Lo eye ving  coolbu fro  volcno eruion 1310 eroic  *ck corf661IFEYP,13.0,10.0,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997,True,Tibetan mastiff,0.00709872,True,Newfoundland,0.00214033,True,19949,3080
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,Plee only end dog We don' re ecnic no er ow *ckin good Tnk you 1310 would nek   coSe5fZ9w5E,13.0,10.0,,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden retriever,0.949562,True,Labrador retriever,0.0459479,True,Kuvasz,0.00247094,True,32519,5533
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,Ti i Ruy He wn' redy for e fir ic Clerly ured for e econd 1310 confired gre boy coyER0KdXj,13.0,10.0,Rusty,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo dog,0.4667779999999999,True,Siberian husky,0.406044,True,Dingo,0.0734143999999999,False,20984,3246
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,Ti i Gu He' quie e ceeky uer Alredy erfeced e diinereed wink 1210 would le el y girl coD43I96SlVu,12.0,10.0,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador retriever,0.85005,True,Chesapeake bay retriever,0.074257,True,Flat-coated retriever,0.0155793999999999,True,24794,4094
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,Ti i Snley He  i fir wi leon ody Doggle r djued Redy o go 1310 Pel i nervou IG nleye_corgi coNx52PGwH94,13.0,10.0,Stanley,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,24603,5062
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,Ti i Koko Her owner inired by Brney recenly buil  cr for er o ue during wlk if e go ired 1310 re ey Koko cozeDnKX7w,13.0,10.0,Koko,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web site,0.949591,False,Dhole,0.0173258,False,Golden retriever,0.00694063,True,25724,4080
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,Ti i Rey He'  Benebo Cuberfloof 1210 dngerouly eble co503CgWbxQ,12.0,10.0,Rey,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake bay retriever,0.278966,True,Koala,0.127017,False,21443,2854
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,Ti i Gry He couldn' i i ueruniy for  elfie Flwle focuing kill 1310 would boo inenely co7CSWCl8I6,13.0,10.0,Gary,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan hound,0.250003,True,Golden retriever,0.160739,True,44554,8958
881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,Here i  uer rocing xiu borkdrive Zooing  never before een eed 1410 w-iniring f IG uffie_e_cow cogXBIIeQZF,14.0,10.0,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian cat,0.114854,False,43444,13401
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Mee Ellio He'  Cndin Forre Pu Unuul nuber of nler for  dog Sneky ongue li o celebre #Cnd150 1210 would e cocgwJwowTMC,12.0,10.0,Elliot,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,Indian elephant,0.245646,False,Ibex,0.0556607,False,20477,4492
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,Ti i Loui He' croing I'  big del 1310 *ckin breking coD0wb1GlKA,13.0,10.0,Louis,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street sign,0.251801,False,Umbrella,0.115123,False,Traffic light,0.0695338,False,15052,2333
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ug no gin We only re dog Plee don' end in well-dreed  floy-ongued ree enguin Dog only lee Tnk you 1210 coWiAMbTkDPf,12.0,10.0,,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich terrier,0.0613929,True,Chihuahua,0.0337257,True,18713,3200
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,Ti i Bell Se d er fir bec exerience i orning Colee ucce 1210 would erfor  ndy boo co4VFyDiw,12.0,10.0,Bella,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden retriever,0.913255,True,Labrador retriever,0.0263286,True,Cocker spaniel,0.00937082,True,25034,5212
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Mee Jee He'  Fey Woof Hi ongue ejec wiou wrning A rue bleonic 1210 would nug well cofUod0VvK,12.0,10.0,Jesse,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525802999999999,True,23673,3466
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Plee don' end in oo wiou dog in e We're no @orc_re Inubordine nd curli Prey good orc o 1110 coHuE8M3Bu4,11.0,10.0,,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature pinscher,0.120298,True,Rhodesian ridgeback,0.106395,True,Beagle,0.106073,True,24337,3652
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,Ti i Roeo He would like o do n enrnce Requeing your iedie ince 1310 coQ5EkRQ9,13.0,10.0,Romeo,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker spaniel,0.00948502,True,19704,2928
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,Ti i Biley He ink you ould eure er leng for ign of grow ined 1210 coIxM9IMKQq8,12.0,10.0,Bailey,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German short-haired pointer,0.479896,True,Vizsla,0.1243529999999999,True,Bath towel,0.0733202,False,20709,2628
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,Ti i Duddle He did n e 1310 oeone el i vid by Georgi Felici coUDT7ZkcTgY,13.0,10.0,Duddles,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English springer,0.383404,True,Boston bull,0.134967,True,Cardigan,0.110481,True,92860,37451
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,Ti i Jck AKA Seen Furry You're no coring on i Unle e li down e lide 1210 would ily ge blocked by co0gOi601EA,12.0,10.0,Jack,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,False,Labrador retriever,0.0334961,True,Pembroke,0.0188266,True,14857,2649
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,Ti i Seven He  rouble reling o oer dog Quie y Neck longer n verge Troicl robbly 1110 would ill e co2JCDEJWdD,11.0,10.0,Steven,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.311861,False,Window screen,0.169123,False,Egyptian cat,0.132932,False,19809,3955
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,Ti i Beu T i Beu' blloon He ke i everywere 1310 would roec  ll co coYDCjIPKN,13.0,10.0,Beau,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Vizsla,0.960513,True,Miniature pinscher,0.00943065,True,American staffordshire terrier,0.0087113,True,16768,2241
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,Ti i Snooy He'  roud #PrideMonPuo Ieccble ndwriing for no ving ub 1310 would love bck #PrideMon colNZwgNO4gS,13.0,10.0,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian greyhound,0.734684,True,Whippet,0.1504869999999999,True,Ibizan hound,0.0397246,True,17137,3432
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,Mee Sdow In n e o rec xiu zooing borkdrive e ore i ACL Sill 1310 o Hel i ou belowco245xJJElY colUiQH219v6,13.0,10.0,Shadow,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.1285069999999999,True,6779,1077
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,Ti i Ey Se w doed ody Mive round of ulue for Ey nd er new fily 1410 for ll involved cocwWnHMVe,14.0,10.0,Emmy,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French bulldog,0.839097,True,Boston bull,0.0787993999999999,True,Toy terrier,0.0152433999999999,True,37152,5739
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,Ti i Aj Se w ju old e'  good dog Suicion confired 1310 would ell gin colPyyAiF1r,13.0,10.0,Aja,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake bay retriever,0.8379559999999999,True,Labrador retriever,0.0620342,True,Weimaraner,0.0405991,True,69289,15806
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,Ti i Penny Se' bo ue nd fired u No leed w your brbric e  clenline 1210 would enjoy ore oo oion coOYdDlfOGXP,12.0,10.0,Penny,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368,True,Welsh springer spaniel,0.00193621,True,Bathtub,0.000467919,False,19909,3168
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,Mee Dne A fir e wn'  fn of i new rinco en e w i reflecion H*ckin ndoe 1310 for wer rein good boy coSHRTIo5xc,13.0,10.0,Dante,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,True,Italian greyhound,0.0904973,True,Golden retriever,0.0794058,True,24155,4347
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,Ti i Nelly He grdued wi i dogore ody Wn o know if you're roud of i 1210 would give congrulory boo co4g4cfj3P4Y,12.0,10.0,Nelly,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,23869,4629
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,Ti i Ginger Se' ving  ruff Mondy Too ny uer ing going on H*ckin exuing 1210 would nug ionely coj211oCDR6,12.0,10.0,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan mastiff,0.0889348,True,18212,2804
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,Ti i Benedic He wn o nk you for i deligful urbn wlk Hoe you know e love you 1310 uer duer good boy co26BXueUgb,13.0,10.0,Benedict,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden retriever,0.874566,True,Irish terrier,0.0373542,True,Chow,0.0167235999999999,True,16568,2000
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,Mee Veni  eeingly cffeined uoccino Se w ju infored e weekend would include wlk  nd crice 1310 uc excie coejExJFq3ek,13.0,10.0,Venti,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese mountain dog,0.534327,True,Saint bernard,0.346312,True,Greater swiss mountain dog,0.0949327,True,24687,3903
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,Ti i Gooe He'  wonizer Ceeky  *ck bu lo dee Tongue li ge on noer level 1310 will el your girl coV2WlACRJCN,13.0,10.0,Goose,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador retriever,0.799551,True,Chesapeake bay retriever,0.179975,True,Vizsla,0.0046176,True,22108,3582
875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Mee Nugge nd Hnk Nugge ook Hnk' bone Hnk i wondering if you would lee reurn i o i Bo 1310 would no inervene coogi9ejNj,13.0,10.0,Nugget,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,19421,4156
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guy lee o ending icure wiou ny dog in - o never ind ello excue e ir 1210 ely  *ck cobrCQoqc8AW,12.0,10.0,,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West highland white terrier,0.7143189999999999,True,Siberian husky,0.0919133,True,Great pyrenees,0.0460381999999999,True,22546,3972
